record_id,ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,club_speed_mph,attack_angle_deg,carry_distance_yd,max_height_yd,total_distance_yd,lateral_offset_yd
634,78.1586,14.57,-3.15,2322.8799,-42.84,1703.264,1579.4501,77.1072,-3.66,74.1907,5.36,96.3911,-18.7008
635,84.6233,15.7,-4.49,2246.04,2.99,2242.9824,-117.1572,79.0533,-4.41,98.3158,8.37,127.3513,-8.8145
636,95.7409,4.67,-4.03,3819.0,16.74,3657.157,-1099.9833,90.4393,-9.58,72.9659,1.73,103.9808,-1.1592
637,104.4202,13.64,-3.8,3586.05,-3.25,3580.2825,203.3032,79.8363,-5.29,144.871,13.22,161.0127,-13.5061
638,105.2479,12.65,-3.17,4815.0601,1.2,4814.0039,-100.839,81.2455,-5.08,145.0459,13.51,158.5849,-7.8412
639,114.218,13.68,-4.64,4738.04,-29.62,4118.8848,2341.7542,81.8271,-4.98,160.105,16.08,173.458,-45.8333
640,106.2545,18.7,4.15,4582.8198,12.7,4470.6992,-1007.5155,80.3508,-3.09,158.3771,22.36,164.1732,25.8421
641,98.9621,21.33,8.75,6287.79,29.49,5473.1543,-3095.3005,81.6705,-3.01,136.6689,21.41,142.0166,49.4204
642,94.8014,15.9,-2.44,3153.6699,6.23,3135.0452,-342.2358,78.1362,-2.6,127.0888,12.35,154.9978,-2.4059
643,112.9653,12.85,-3.14,4247.1201,-6.5,4219.8193,480.7876,80.1494,-4.03,164.5779,16.07,174.7157,-17.0932
644,107.1269,17.46,1.36,4320.5601,7.78,4280.79,-584.873,83.5943,-4.43,160.3237,20.91,167.4213,11.822
645,107.8203,16.08,0.51,4861.9199,15.85,4677.0698,-1327.8867,83.4377,-7.05,156.8023,19.15,163.7467,17.804
646,117.3273,15.18,-0.29,5294.77,7.26,5252.3213,-669.1113,83.818,-6.43,177.4169,23.55,186.7017,8.388
647,115.6049,12.31,-2.18,5809.8999,-0.1,5809.8911,10.1402,84.8694,-6.73,168.1649,18.42,173.3924,-7.4256
648,109.923,13.13,-6.97,3749.02,-24.77,3404.0989,1570.7521,79.456,-4.67,150.2625,13.24,170.5709,-44.0289
649,110.4375,16.54,2.37,4361.6099,7.3,4326.2563,-554.2063,81.9613,-4.96,166.1855,21.15,171.5004,14.6763
650,103.3241,13.65,-0.05,4968.0601,14.73,4804.7837,-1263.2006,80.8429,-6.43,140.8246,13.85,155.479,13.5499
651,115.0233,16.48,0.55,5918.9302,8.31,5856.7847,-855.4565,84.422,-4.93,172.8237,25.17,177.2638,12.675
652,96.2554,18.13,3.07,3740.1899,13.81,3632.071,-892.7944,82.1403,-2.44,135.0394,15.98,150.3937,19.2476
653,94.1303,5.35,4.67,4718.5898,38.53,3691.2688,-2939.3242,82.968,-7.02,72.1347,1.77,72.1347,12.8609
654,103.3465,15.55,4.38,4829.02,13.95,4686.5952,-1164.1562,82.0508,-4.65,145.5053,16.42,155.0525,25.2187
655,106.9256,19.58,-8.86,4083.5901,1.21,4082.6794,-86.2328,81.0442,-2.43,164.3701,24.1,172.8237,-26.5092
656,105.0689,19.84,-1.12,4156.6499,9.29,4102.1309,-671.0146,81.1784,-1.75,159.077,23.36,168.4821,6.6054
657,85.6299,3.98,9.37,5819.3501,0.66,5818.9639,-67.0326,79.9257,-3.66,63.5389,1.15,63.5389,10.4878
658,101.8477,16.02,0.56,4376.73,12.84,4267.2871,-972.6373,82.8114,-4.99,143.7445,16.16,156.0805,13.1671
659,96.6133,18.02,3.84,4026.3899,25.43,3636.2751,-1728.9642,79.456,-2.69,132.2835,15.42,146.7301,29.6807
660,107.5295,18.26,-6.71,5037.4502,9.3,4971.2368,-814.0711,81.0666,-2.32,160.7612,23.2,167.0166,-10.5862
661,94.1079,6.64,2.66,4368.7798,48.16,2914.2068,-3254.7866,83.3482,-3.0,72.7581,2.21,72.7581,11.5814
662,94.1526,16.98,-6.98,3215.2,-12.79,3135.4246,711.7755,80.7534,-0.83,126.5748,13.24,143.318,-25.1094
663,100.2371,12.2,0.98,5420.1299,23.98,4952.3042,-2202.8367,83.3035,-4.77,125.9842,10.45,153.9698,24.4751
664,102.228,15.31,-4.49,3227.3701,1.48,3226.2935,-83.3565,83.4154,-5.7,144.3023,14.34,159.8535,-11.3955
665,73.8636,6.55,-1.98,5389.7598,24.02,4923.0254,-2193.9314,72.5886,-9.55,40.0044,1.45,66.5464,0.8858
666,88.2919,14.59,11.74,3829.02,14.92,3699.9294,-985.858,77.2414,-6.58,105.993,9.14,130.5884,35.4878
667,80.4626,5.36,12.11,6084.6802,-10.97,5973.4946,1157.8842,76.9953,-8.83,54.1229,1.54,67.3228,11.822
668,101.1543,12.88,-4.49,3297.1899,13.39,3207.5601,-763.5571,75.8992,-6.97,131.7695,10.61,167.9681,-0.2625
669,111.7573,13.11,-5.16,3532.48,0.33,3532.4214,-20.3455,77.9125,-5.32,165.2559,15.12,165.2559,-15.0919
670,108.7822,13.1,2.09,5168.2998,32.5,4358.8999,-2776.9253,82.6548,-1.93,144.2585,13.33,159.1973,34.5801
671,110.6836,4.52,-6.43,1884.25,12.79,1837.498,-417.132,82.364,-2.72,78.8823,1.77,132.5897,-10.1487
672,110.6389,15.97,-0.42,1989.9,-8.72,1966.8989,301.6805,87.6655,-1.75,168.1649,16.0,168.1649,-6.7367
673,114.6654,7.8,-5.52,2816.97,27.46,2499.5903,-1298.9872,86.301,-4.68,126.6842,5.89,170.7349,2.3403
674,113.0548,12.77,-3.03,4459.6001,27.63,3951.0312,-2068.1838,87.0616,-0.64,159.0661,14.49,159.0661,15.5293
675,121.1525,14.09,-0.72,3328.8701,21.62,3094.6772,-1226.5192,89.7906,-1.69,187.5984,18.99,187.5984,19.685
676,119.8774,5.52,-5.93,3215.49,28.16,2834.8826,-1517.5034,91.088,0.11,121.3801,4.23,164.1186,1.4873
677,111.8916,16.86,4.76,1573.83,2.9,1571.8145,-79.6247,91.2446,0.27,172.9549,16.73,172.9549,16.2948
678,115.6496,19.92,2.2,4730.0498,28.25,4166.6572,-2238.8254,93.2131,-0.29,176.9904,27.76,182.8084,42.4322
679,124.1276,18.02,-2.96,3973.8101,21.3,3702.364,-1443.4913,97.7989,-0.84,199.7813,29.47,208.0052,19.7944
680,134.3504,9.42,-3.34,2088.1699,-4.51,2081.7041,164.1992,97.1278,-0.62,195.1334,12.01,220.0569,-18.2415
681,78.8744,14.65,-2.4,3549.9099,-8.63,3509.7178,532.6747,70.5082,-2.75,85.619,7.39,107.196,-8.7927
682,81.2679,7.37,-4.33,2265.1299,-3.81,2260.1235,150.5135,66.1909,-3.15,59.0879,2.13,108.738,-9.4051
683,81.6034,20.54,-4.86,6455.23,-5.92,6420.8032,665.7908,67.1752,-3.79,99.825,14.99,109.2301,-13.9983
684,78.1586,23.68,-3.43,6316.9399,-6.87,6271.585,755.6135,68.9871,-3.41,95.035,16.24,103.6089,-11.1002
685,80.2165,22.88,-7.06,6424.1802,-8.63,6351.4453,963.9677,70.799,-4.6,98.3486,16.46,106.9663,-19.9694
686,77.7559,21.17,-3.64,7536.0,-0.82,7535.2285,107.8493,70.1056,-5.3,91.9182,14.22,99.7157,-7.2397
687,85.6523,22.74,-4.8,6631.7598,-1.33,6629.9731,153.9284,72.4991,-6.04,108.4208,19.37,116.9401,-11.647
688,71.4925,22.39,-4.72,2709.22,-36.76,2170.49,1621.3716,70.128,-2.55,79.287,10.01,95.6146,-20.9536
689,94.0632,19.87,-7.79,6203.7402,-16.78,5939.5869,1791.0049,73.5057,-5.06,122.4191,19.54,131.8788,-35.3346
690,78.2257,24.32,-1.93,4055.0901,-17.56,3866.1292,1223.4384,59.3907,7.79,97.4847,15.69,109.2192,-14.2388
691,80.6639,22.81,-0.63,3907.3501,-27.54,3464.6013,1806.6328,64.3343,7.09,99.8141,14.76,112.85,-17.7056
692,86.1444,23.78,0.88,3935.0,-11.76,3852.4041,802.0027,72.4767,-1.65,114.4576,19.25,126.6732,-6.9663
693,92.6092,20.92,-2.28,6181.1401,-8.74,6109.3652,939.2297,73.0136,-4.84,121.3692,20.73,130.8399,-14.1732
694,90.2156,21.99,2.63,7420.3301,-0.22,7420.2754,28.492,73.2149,-4.81,115.1247,21.37,122.4956,5.9274
695,85.0931,21.53,3.71,4018.3999,23.32,3690.1299,-1590.7482,77.6441,-5.25,108.399,15.66,121.6317,24.2673
696,93.1237,18.41,-0.21,1809.15,-25.22,1636.699,770.8699,72.1859,2.87,122.2222,13.1,145.9755,-15.0372
697,97.5304,17.3,-1.19,3373.0801,-7.57,3343.6826,444.3607,75.8098,-3.28,133.9239,16.44,150.5577,-10.1597
698,95.0698,19.68,3.45,5621.1899,12.62,5485.3853,-1228.1393,75.3176,-3.81,126.192,19.98,136.2642,21.3473
699,94.5553,18.8,1.56,1772.02,-16.45,1699.4863,501.798,78.0467,-0.51,128.8714,14.4,152.2966,-6.0367
700,92.0723,17.65,-0.95,1837.27,-12.76,1791.8964,405.7935,77.3756,-4.02,120.4396,12.43,144.2804,-9.8316
701,87.3524,21.46,2.66,2255.1101,-1.67,2254.1523,65.7204,73.3491,2.03,118.5039,15.82,137.1063,5.5118
702,76.8611,14.93,8.72,1555.99,-3.73,1552.694,101.2246,50.3534,2.67,77.231,5.92,113.0906,16.0652
703,112.7416,12.69,-1.62,3437.6299,-7.25,3410.1458,433.8253,78.6954,-4.81,159.6675,16.19,178.6527,-13.8889
704,94.4435,13.85,2.4,1111.6,-15.34,1071.9969,294.0697,66.7725,5.75,105.643,7.55,156.0477,0.35
705,96.5685,15.42,3.72,1649.3199,29.72,1432.366,-817.6699,80.4402,-3.47,118.2415,10.14,151.378,25.8311
706,116.0075,12.8,2.26,4017.9099,8.18,3977.0315,-571.6819,81.8271,-6.05,166.3823,18.79,182.7975,18.657
707,88.4485,20.74,2.61,1684.6899,66.77,664.4809,-1548.1102,85.8312,-1.67,101.0389,11.2,125.0984,28.4011
708,117.7971,13.08,4.23,2900.1699,15.87,2789.6289,-793.0677,85.3839,-3.8,170.8661,17.04,192.0494,33.7708
709,85.272,13.54,7.06,1008.35,-60.62,494.6963,878.6611,82.6772,-3.97,74.0376,4.79,128.084,3.0731
710,112.6297,11.41,1.86,2378.0701,-28.15,2096.7812,1121.9293,85.8089,-1.62,143.6899,10.49,180.6212,-19.1492
711,102.2951,9.14,4.69,2517.1299,-9.07,2485.657,396.8029,80.5521,-3.91,115.5621,6.49,162.1282,6.4414
712,116.1865,8.12,1.46,3120.53,-24.77,2833.4319,1307.4293,86.5023,-3.18,141.1855,8.26,183.0381,-21.3801
713,109.8336,11.85,7.48,3134.4099,3.96,3126.9265,-216.4624,86.48,-3.57,150.2187,13.27,171.7082,27.1216
714,116.4325,7.21,-4.3,2426.0701,-67.5,928.4168,2241.3965,82.7443,-3.13,84.8972,3.03,166.1636,-43.5039
715,103.3912,12.63,1.74,910.05,-37.08,726.0328,548.696,86.0773,-5.07,109.3723,6.9,176.5529,-7.9615
716,113.5916,11.42,3.77,3942.05,11.7,3860.1455,-799.3976,80.0152,-3.3,156.7367,15.07,174.8031,26.1702
717,111.2652,11.49,0.48,1329.73,5.92,1322.6383,-137.148,85.1378,-3.88,136.0783,8.68,194.2367,5.5446
718,97.3738,10.63,-2.74,1028.04,-63.14,464.4809,917.1281,80.2165,-3.68,78.423,3.94,150.339,-22.2332
719,115.8733,6.56,3.02,1711.5699,-48.65,1130.7607,1284.8549,84.8917,-3.89,92.0494,3.01,177.5591,-13.6702
720,123.0315,4.95,2.19,2675.97,-28.65,2348.3374,1283.0148,88.7393,-4.77,124.836,4.09,192.4759,-18.8867
721,115.4706,9.85,0.72,1526.03,-11.95,1492.9589,315.9767,87.0392,-4.36,138.0796,7.78,201.2139,-6.4414
722,113.0324,9.6,-1.51,1165.8,-23.59,1068.3772,466.5405,84.668,-4.21,118.2633,5.88,197.0801,-17.6619
723,97.0607,10.68,-2.91,4368.5,-5.89,4345.4375,448.2907,90.2604,-2.61,117.0713,9.1,138.692,-12.161
724,92.8776,10.45,6.71,1809.59,-72.76,536.3171,1728.2881,86.1892,-3.22,68.1102,3.39,130.6649,-4.1667
725,109.3414,13.31,2.97,526.3,16.06,505.7598,-145.5977,85.8089,-2.17,120.9427,7.86,197.6706,14.1951
726,112.2942,12.16,1.05,660.25,-26.77,589.4856,297.3833,90.5959,-4.04,121.402,7.28,202.5919,-4.6479
727,125.3355,10.62,4.29,3423.7,11.68,3352.8071,-693.1125,93.5487,-4.44,182.5678,17.29,202.7668,32.6006
728,125.425,7.24,-3.24,2649.79,-3.04,2646.061,140.5266,87.5537,-4.5,165.4199,9.39,210.269,-15.8136
729,120.7275,10.42,1.21,1695.17,-0.09,1695.168,2.6628,89.9696,-4.79,160.3784,10.39,211.3736,4.451
730,121.8235,12.47,1.13,4109.0801,23.03,3781.5869,-1607.5256,92.8552,-3.84,173.1299,19.2,189.895,36.7892
731,119.3853,3.06,-12.42,2419.5801,-9.23,2388.2524,388.0959,89.9472,-3.13,101.6842,1.95,182.5569,-46.1067
732,101.9372,8.86,-2.03,1707.4399,-59.11,876.5851,1465.2473,83.9522,-3.74,79.7135,3.43,151.028,-26.4654
733,115.3364,8.76,-5.4,1914.25,-63.09,866.3713,1706.9722,92.7657,-1.22,97.9221,4.33,176.881,-47.4191
734,129.9436,5.35,-4.1,1925.23,-29.79,1670.8149,956.4976,88.6274,-3.98,128.423,4.04,211.7563,-39.3154
735,128.4896,9.67,-2.64,1896.0,-26.82,1692.0442,855.4544,94.1079,-2.44,168.0665,10.38,222.091,-37.85
