ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,row_type,source,sample_count,candidate_id,rank,seed,parameter_scenario,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,p95_miss_distance_yd,maximum_miss_distance_yd,probability_within_3yd,probability_within_5yd,simulations,launch_direction_sd_deg,supported_fraction,borderline_fraction,out_of_support_fraction,p90_ci_low,p90_ci_high,robustness_statistical_tie,single_surrogate_parameter_scenario,single_surrogate_p90_miss_distance_yd,deprecated_by,legacy_reason,model_member_count,model_combination_rule,simulation_count,worst_model_mean_miss_yd,objective_prediction_std,decision_space_support,full_model_input_support,joint_model_member_count,joint_simulation_count,joint_mean_miss_distance_yd,joint_median_miss_distance_yd,joint_p90_miss_distance_yd,joint_p95_miss_distance_yd,joint_worst_model_mean_miss_yd,joint_probability_within_3yd,joint_probability_within_5yd,joint_objective_prediction_std,joint_parameter_scenario
122.95753008,20.4367367846,0,1183.67346939,-14.0816326531,179.463183031,-8.86917606938,28.5722507947,200,0,-20.5368169686,-8.86917606938,22.3701393682,0.919581909078,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-12.8571428571,182.926522193,-8.86917606938,28.5722507947,200,0,-17.073477807,-8.86917606938,19.2396966862,0.92475727253,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-11.6326530612,182.926522193,-7.59282358373,28.5722507947,200,0,-17.073477807,-7.59282358373,18.6856793936,0.932142364123,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-10.4081632653,182.926522193,-2.89421659266,28.6341170843,200,0,-17.073477807,-2.89421659266,17.3170474999,0.927910068419,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-9.18367346939,182.926522193,-1.30931207705,28.6341170843,200,0,-17.073477807,-1.30931207705,17.1236077549,0.911555917294,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-7.95918367347,182.926522193,-1.28920857549,28.6341170843,200,0,-17.073477807,-1.28920857549,17.122082326,0.897916080505,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-6.73469387755,182.926522193,-1.50267832079,28.6336267091,200,0,-17.073477807,-1.50267832079,17.1394774297,0.887094185111,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-5.51020408163,182.926522193,-1.50267832079,28.717724924,200,0,-17.073477807,-1.50267832079,17.1394774297,0.879176681882,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-4.28571428571,182.926522193,-0.656419010737,28.717724924,200,0,-17.073477807,-0.656419010737,17.0860917224,0.874230310435,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-3.0612244898,182.926522193,-0.109160195856,28.8195799564,200,0,-17.073477807,-0.109160195856,17.0738267643,0.86653070965,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-1.83673469388,183.325109719,1.9938530779,28.8195799564,200,0,-16.6748902814,1.9938530779,16.7936719032,0.859008503453,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-0.612244897959,183.325109719,2.9887252401,28.8195799564,200,0,-16.6748902814,2.9887252401,16.9406152326,0.854581601375,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,0.612244897959,183.677378363,3.95300410828,28.5309661068,200,0,-16.3226216373,3.95300410828,16.7944698814,0.853274128255,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,1.83673469388,183.677378363,5.65481997218,28.4379933747,200,0,-16.3226216373,5.65481997218,17.2744020456,0.855081103466,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
