ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,source,sample_count,candidate_id,rank
120.552590459,28.1012451247,0,1919.90147279,-0.797630643014,198.024475164,0.528418344795,31.5641844525,200,0,-1.97552483625,0.528418344795,2.04497538512,1.59326757198,1.01189547215,out_of_support,lhs,20000,sampling_005248,17
138.650755311,9.53791618336,0,2075.08589342,1.50817817423,201.806704268,1.10407084999,12.909955686,200,0,1.80670426757,1.10407084999,2.11734568558,0.528630409035,1.01189547215,supported,lhs,20000,sampling_001881,18
123.599452641,15.5460215412,0,2207.70908449,0.0872297581577,197.910593506,-0.388235193924,21.53859113,200,0,-2.08940649443,-0.388235193924,2.12516965553,0.57371663103,1.01189547215,supported,lhs,20000,sampling_010104,19
122.560873209,27.5891830399,0,1625.00541182,-0.928607412881,198.65151373,1.64785840773,31.9105056233,200,0,-1.34848627029,1.64785840773,2.12928451671,1.62167299754,1.01189547215,out_of_support,lhs,20000,sampling_011821,20
122.979889572,15.2962234517,0,2601.24650338,-0.342110649028,197.804344356,-0.211579784884,22.1261387073,200,0,-2.19565564433,-0.211579784884,2.2058263109,0.497219046925,1.01189547215,supported,lhs,20000,sampling_003103,21
126.366717849,27.1993635881,0,7961.07310372,-1.57542145041,197.787421018,0.317976759543,38.0259581555,200,0,-2.21257898215,0.317976759543,2.23531093405,1.80860781118,1.01189547215,out_of_support,lhs,20000,sampling_019322,22
125.634328762,21.56718073,0,5613.81577828,0.566308380812,200.130214123,2.26756474122,36.0061690405,200,0,0.130214122892,2.26756474122,2.27130041462,0.840094302543,1.01189547215,supported,lhs,20000,sampling_006850,23
126.850474087,19.8371081639,0,8752.97012167,0.49139859521,200.623328136,2.20748307656,36.3406658295,200,0,0.623328135987,2.20748307656,2.29380023071,1.73219983933,1.01189547215,out_of_support,lhs,20000,sampling_015076,24
123.029079246,21.4453460403,0,3303.74226922,0.350269993881,199.838711611,2.31424487247,34.8334777186,200,0,-0.16128838888,2.31424487247,2.31985845993,0.618652100839,1.01189547215,supported,lhs,20000,sampling_018933,25
138.990455689,8.82422031734,0,2621.58875924,-1.14603031298,201.18155729,-2.13846829824,14.6966884451,200,0,1.18155728993,-2.13846829824,2.44317913628,0.51423118196,1.01189547215,supported,lhs,20000,sampling_000117,26
