candidate_id,parameter_scenario,model_member,model_member_count,model_combination_rule,simulation_count,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,p95_miss_distance_yd,worst_model_mean_miss_yd,probability_within_3yd,probability_within_5yd,objective_prediction_std
local_2029_02746,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.60522752081,4.8808430176,11.7321953629,11.9971994618,5.60522752081,0.3395,0.5285,0
local_2029_00746,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.62419320039,7.71329426313,11.9702040158,12.068299036,6.62419320039,0.2955,0.412,0
local_2029_01533,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.96966357785,5.20092874731,11.868483061,12.0352387237,5.96966357785,0.33,0.4825,0
local_2027_00732,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.29135156869,7.58650488466,11.9431849294,12.055713791,6.29135156869,0.3135,0.4415,0
local_2027_02445,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,7.17410685115,7.95101561886,12.0181297155,12.164444917,7.17410685115,0.2625,0.3515,0
local_2027_00541,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.84909100907,5.0277215073,11.8442467116,12.0161338664,5.84909100907,0.337,0.4925,0
local_2026_03522,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.5389180963,3.5837120173,5.37459033356,5.65330625484,3.5389180963,0.3995,0.779,0
local_2026_01054,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,8.25538877038,8.57818587344,11.8396978314,12.2836146869,8.25538877038,0.001,0.22,0
local_2026_02883,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.2040329368,2.94617415099,5.10197163439,5.64101141807,3.2040329368,0.5235,0.8715,0
local_2026_03657,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.51130788347,3.42142412381,5.40219987328,5.65931827332,3.51130788347,0.4165,0.7835,0
local_2026_01404,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,2.91298418274,2.66678606164,4.90055867509,5.18228459325,2.91298418274,0.587,0.918,0
local_2026_03472,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.13300878883,3.08465026779,5.1534397621,5.30261036992,3.13300878883,0.491,0.8775,0
local_2026_02203,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,2.89678401368,2.76831526262,4.70020061439,5.10089038973,2.89678401368,0.558,0.9315,0
local_2026_02990,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.03762363837,3.86715959113,5.2781316164,7.87799181801,4.03762363837,0.129,0.8685,0
local_2026_02294,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.11747453847,2.8493524368,5.07491174508,5.53820400018,3.11747453847,0.556,0.8845,0
local_2026_04302,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.31634587677,3.1005477429,5.19816855488,5.90578780426,3.31634587677,0.481,0.853,0
local_2026_02084,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.11771699674,2.81798480082,5.01337553798,5.5260598679,3.11771699674,0.553,0.896,0
local_2026_00680,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.10294512588,3.15081338276,5.11077256642,5.28878886658,3.10294512588,0.4745,0.891,0
local_2026_04110,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,2.92171703514,2.72355116504,4.72453194841,5.12145833583,2.92171703514,0.564,0.9275,0
local_2026_02983,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.15225152922,2.99942055914,5.20353046973,5.38958543229,3.15225152922,0.5,0.8665,0
local_2030_00471,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.26292660587,3.94679000397,6.30234623549,8.88945625765,4.26292660587,0.2925,0.767,0
local_2030_02803,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.10261460588,3.86239250728,6.20326941423,7.09258150108,4.10261460588,0.3025,0.7855,0
